line	pos	sign	conf	value	grade
f173-30	2	w-		d	H
f173-30	3	h		e	H
f173-30	4	lam		b	H
f173-30	5	o		i	H
f173-30	6	e		r	H
f173-30	7	o		i	H
f173-30	8	q		u	H
f173-30	9	x		e	H
f173-30	10	m		t	H
f173-30	11	w-		d	H
f173-30	12	h		e	H
f173-30	13	oo		d	H
f173-30	14	t		e	H
f173-30	15	f		c|u	M
f173-30	16	7		o	H
f173-30	17	e		r	H
f173-30	18	d		s	H
f173-30	19	13		qui	H
f173-30	20	a		a	H
f173-30	21	g		u	H
f173-30	22	7		o	H
f173-30	23	o		i	H
f173-30	24	x		e	H
f173-30	25	.v.		n	H
f173-30	26	m		t	H
f173-30	27	w-		d	H
f173-30	28	h		e	H
f173-30	29	n		l	H
f173-30	30	s		u	H
f173-30	31	q		u	H
f173-31	1	a		a	H
f173-31	2	L		r	H
f173-31	3	x		e	H
f173-31	4	f		c|u	M
f173-31	5	7		o	H
f173-31	6	4+		m	H
f173-31	7	e		r	H
f173-31	8	t		e	H
f173-31	9	t		e	H
f173-31	10	a		a	H
f173-31	11	g		u	H
f173-31	12	w-		d	H
f173-31	13	o		i	H
f173-31	14	f		c|u	M
f173-31	15	m		t	H
f173-31	16	c		p	H
f173-31	17	a		a	H
f173-31	18	L		r	H
f173-31	19	o		i	H
f173-31	20	q		u	H
f173-31	21	13		qui	H
f173-31	22	7		o	H
f173-31	23	.v.		n	H
f173-31	24	Ze		t	H
f173-31	25	g		u	H
f173-31	26	7		o	H
f173-31	27	s		u	H
f173-31	28	n		l	H
f173-31	29	q		u	H
f173-31	30	c		p	H
f173-31	31	L		r	H
f173-31	32	x		e	H
f173-32	1	w-		d	H
f173-32	2	e		r	H
f173-32	3	t		e	H
f173-32	4	f		c|u	M
f173-32	5	t		e	H
f173-32	6	d		s	H
f173-32	7	m		t	H
f173-32	8	t		e	H
f173-32	9	f		c|u	M
f173-32	10	7		o	H
f173-32	11	.v.		n	H
f173-32	12	M		f	H
f173-32	13	B		i|y	M
f173-32	14	o		i	H
f173-32	15	.v.		n	H
f173-32	16	f		c|u	M
f173-32	17	x		e	H
f173-32	18	4+		m	H
f173-32	19	q		u	H
f173-32	20	e		r	H
f173-32	21	4+		m	H
f173-32	22	a		a	H
f173-32	23	M		f	H
f173-32	24	7		o	H
f173-32	25	E		i|y	M
f173-32	26	14		que	H
f173-32	27	w-		d	H
f173-32	28	h		e	H
f173-32	29	J		s	H
f173-32	30	t		e	H
f173-33	1	f		c|u	M
f173-33	2	7		o	H
f173-33	3	.v.		n	H
f173-33	4	Ze		t	H
f173-33	5	o		i	H
f173-33	6	x		e	H
f173-33	7	m		t	H
f173-33	8	t		e	H
f173-33	9	e		r	H
f173-33	10	w-		d	H
f173-33	11	h		e	H
f173-33	12	n		l	H
f173-33	13	t		e	H
f173-33	14	4+		m	H
f173-33	15	8		g	H
f173-33	16	lam		b	H
f173-33	17	a		a	H
f173-33	18	E		i|y	M
f173-33	19	he		l	H
f173-33	20	t		e	H
f173-33	21	e		r	H
f173-33	22	q		u	H
f173-33	23	s		u	H
f173-33	24	e		r	H
f173-33	25	4+		m	H
f173-33	26	X		a	H
f173-33	27	J		s	H
f173-33	28	o		i	H
f173-33	29	4+		m	H
f173-33	30	o		i	H
f173-33	31	n		l	H
f173-33	32	t		e	H
f196-1	1	w-		d	H
f196-1	2	f		c|u	M
f196-1	3	s		u	H
f196-1	4	E		i|y	M
f196-1	5	n		l	H
f196-1	6	t		e	H
f196-1	7	J		s	H
f196-1	8	8		g	H
f196-1	9	f		c|u	M
f196-1	10	7		o	H
f196-1	11	.v.		n	H
f196-1	12	w-		d	H
f196-1	13	L		r	H
f196-1	14	4+		m	H
f196-1	15	x		e	H
f196-1	16	x		e	H
f196-1	17	13		qui	H
f196-1	18	.v.		n	H
f196-1	19	a		a	H
f196-1	20	w-		d	H
f196-1	21	E		i|y	M
f196-1	22	x		e	H
f196-1	23	g		u	H
f196-1	24	4+		m	H
f196-1	25	a		a	H
f196-1	26	e		r	H
f196-1	27	s		u	H
f196-1	28	a		a	H
f196-1	29	x		e	H
f196-2	1	h		e	H
f196-2	2	f		c|u	M
f196-2	3	g		u	H
f196-2	4	.v.		n	H
f196-2	5	t		e	H
f196-2	6	q		u	H
f196-2	7	o		i	H
f196-2	8	7		o	H
f196-2	9	n		l	H
f196-2	10	4+		m	H
f196-2	11	.v.		n	H
f196-2	12	f		c|u	M
f196-2	13	t		e	H
f196-2	14	6		i|n|s	M
f196-2	15	o		i	H
f196-2	16	4+		m	H
f196-2	17	a		a	H
f196-2	18	4+		m	H
f196-2	19	x		e	H
f196-2	20	o		i	H
f196-2	21	d		s	H
f196-2	22	x		e	H
f196-2	23	4+		m	H
f196-2	24	o		i	H
f196-2	25	w-		d	H
f196-2	26	h		e	H
f196-2	27	6		i|n|s	M
f196-2	28	m		t	H
f196-2	29	x		e	H
f196-2	30	m		t	H
f196-2	31	h		e	H
f196-2	32	J		s	H
f196-3	1	q		u	H
f196-3	2	h		e	H
f196-3	3	g		u	H
f196-3	4	L		r	H
f196-3	5	t		e	H
f196-3	6	14		que	H
f196-3	7	4+		m	H
f196-3	8	o		i	H
f196-3	9	Ze		t	H
f196-3	10	7		o	H
f196-3	11	q		u	H
f196-3	12	m		t	H
f196-3	13	12		il	H
f196-3	14	x		e	H
f196-3	15	6		i|n|s	M
f196-3	16	d		s	H
f196-3	17	t		e	H
f196-3	18	L		r	H
f196-3	19	a		a	H
f196-3	20	y		?	U
f196-3	21	g		u	H
f196-3	22	4+		m	H
f196-3	23	L		r	H
f196-3	24	E		i|y	M
f196-3	25	.v.		n	H
f196-3	26	a		a	H
f196-3	27	E		i|y	M
f196-3	28	x		e	H
f196-3	29	6		i|n|s	M
f196-3	30	m		t	H
f196-3	31	37		?	U
f196-4	1	f		c|u	M
f196-4	2	t		e	H
f196-4	3	f		c|u	M
f196-4	4	t		e	H
f196-4	5	.v.		n	H
f196-4	6	w-		d	H
f196-4	7	a		a	H
f196-4	8	6		i|n|s	M
f196-4	9	m		t	H
f196-4	10	g		u	H
f196-4	11	q		u	H
f196-4	12	s		u	H
f196-4	13	n		l	H
f196-4	14	BOX		?	U
f196-4	15	M		f	H
f196-4	16	a		a	H
f196-4	17	B		i|y	M
f196-4	18	he		l	H
f196-4	19	o		i	H
f196-4	20	e		r	H
f196-4	21	w-		d	H
f196-4	22	h		e	H
f196-4	23	4+		m	H
f196-4	24	f		c|u	M
f196-4	25	L		r	H
f196-4	26	a		a	H
f196-4	27	a		a	H
f196-4	28	g		u	H
f196-4	29	e		r	H
f196-4	30	L		r	H
f196-5	1	6		i|n|s	M
f196-5	2	8		g	H
f196-5	3	w-		d	H
f196-5	4	6		i|n|s	M
f196-5	5	a		a	H
f196-5	6	t		e	H
f196-5	7	g		u	H
f196-5	8	e		r	H
f196-5	9	14		que	H
f196-5	10	f		c|u	M
f196-5	11	t		e	H
f196-5	12	J		s	H
f196-5	13	m		t	H
f196-5	14	a		a	H
f196-5	15	w-		d	H
f196-5	16	g		u	H
f196-5	17	26		uous	H
f196-5	18	c		p	H
f196-5	19	g		u	H
f196-5	20	o		i	H
f196-5	21	q		u	H
f196-5	22	q		u	H
f196-5	23	t		e	H
f196-5	24	.v.		n	H
f196-5	25	a		a	H
f196-5	26	6		i|n|s	M
f196-5	27	m		t	H
f196-5	28	w-		d	H
f196-5	29	h		e	H
f196-5	30	14		que	H
f196-5	31	n		l	H
f196-5	32	14		que	H
f196-5	33	a		a	H
f196-5	34	g		u	H
f196-6	1	Ze		t	H
f196-6	2	e		r	H
f196-6	3	t		e	H
f196-6	4	c		p	H
f196-6	5	a		a	H
f196-6	6	e		r	H
f196-6	7	Ze		t	H
f196-6	8	A		l	H
f196-6	9	t		e	H
f196-6	10	4+		m	H
f196-6	11	x		e	H
f196-6	12	n		l	H
f196-6	13	6		i|n|s	M
f196-6	14	t		e	H
f196-6	15	26		uous	H
f196-6	16	M		f	H
f196-6	17	g		u	H
f196-6	18	4+		m	H
f196-6	19	J		s	H
f196-6	20	Ze		t	H
f196-6	21	L		r	H
f196-6	22	t		e	H
f196-6	23	c		p	H
f196-6	24	6		i|n|s	M
f196-6	25	m		t	H
f196-6	26	t		e	H
f196-6	27	f		c|u	M
f196-6	28	n		l	H
f196-6	29	g		u	H
f196-6	30	d		s	H
f196-6	31	y		?	U
f196-6	32	e		r	H
f196-6	33	a		a	H
f196-7	1	.v.		n	H
f196-7	2	w-		d	H
f196-7	3	14		que	H
f196-7	4	w-		d	H
f196-7	5	E		i|y	M
f196-7	6	t		e	H
f196-7	7	g		u	H
f196-7	8	4+		m	H
f196-7	9	h		e	H
f196-7	10	e		r	H
f196-7	11	f		c|u	M
f196-7	12	E		i|y	M
f196-7	13	12		il	H
f196-7	14	.v.		n	H
f196-7	15	B		i|y	M
f196-7	16	L		r	H
f196-7	17	t		e	H
f196-7	18	J		s	H
f196-7	19	f		c|u	M
f196-7	20	f		c|u	M
f196-7	21	a		a	H
f196-7	22	n		l	H
f196-7	23	w-		d	H
f196-7	24	B		i|y	M
f196-7	25	4+		m	H
f196-7	26	x		e	H
f196-7	27	Ze		t	H
f196-7	28	o		i	H
f196-7	29	g		u	H
f196-7	30	.v.		n	H
f196-7	31	76		*	H
f196-8	1	g		u	H
f196-8	2	t		e	H
f196-8	3	e		r	H
f196-8	4	Ze		t	H
f196-8	5	o		i	H
f196-8	6	4		?	U
f196-8	7	7		o	H
f196-8	8	.v.		n	H
f196-8	9	d		s	H
f196-8	10	o		i	H
f196-8	11	x		e	H
f196-8	12	g		u	H
f196-8	13	L		r	H
f196-8	14	n		l	H
f196-8	15	t		e	H
f196-8	16	4+		m	H
f196-8	17	.v.		n	H
f196-8	18	x		e	H
f196-8	19	L		r	H
f196-8	20	Ze		t	H
f196-8	21	t		e	H
f196-8	22	4+		m	H
f196-8	23	x		e	H
f196-8	24	6		i|n|s	M
f196-8	25	m		t	H
f196-8	26	f		c|u	M
f196-8	27	7		o	H
f196-8	28	g		u	H
f196-8	29	e		r	H
f196-8	30	n		l	H
f196-8	31	t		e	H
f196-8	32	J		s	H
f196-8	33	g		u	H
f196-8	34	L		r	H
f196-8	35	A		l	H
f196-8	36	o		i	H
f196-8	37	x		e	H
f196-9	1	4+		m	H
f196-9	2	9		?	U
f196-9	3	E		i|y	M
f196-9	4	t		e	H
f196-9	5	M		f	H
f196-9	6	a		a	H
f196-9	7	6		i|n|s	M
f196-9	8	d		s	H
f196-9	9	x		e	H
f196-9	10	6		i|n|s	M
f196-9	11	f		c|u	M
f196-9	12	7		o	H
f196-9	13	e		r	H
f196-9	14	t		e	H
f196-9	15	q		u	H
f196-9	16	c		p	H
f196-9	17	6		i|n|s	M
f196-9	18	Ze		t	H
f196-9	19	n		l	H
f196-9	20	t		e	H
f196-9	21	g		u	H
f196-9	22	e		r	H
f196-9	23	t		e	H
f196-9	24	12		il	H
f196-9	25	n		l	H
f196-9	26	6		i|n|s	M
f196-9	27	t		e	H
f196-9	28	M		f	H
f196-9	29	a		a	H
f196-9	30	g		u	H
f196-9	31	n		l	H
f196-9	32	w-		d	H
f196-9	33	e		r	H
f196-9	34	a		a	H
f196-10	1	e		r	H
f196-10	2	w-		d	H
f196-10	3	h		e	H
f196-10	4	g		u	H
f196-10	5	t		e	H
f196-10	6	.v.		n	H
f196-10	7	o		i	H
f196-10	8	e		r	H
f196-10	9	z		?	U
f196-10	10	d		s	H
f196-10	11	B		i|y	M
f196-10	12	4+		m	H
f196-10	13	m		t	H
f196-10	14	o		i	H
f196-10	15	6		i|n|s	M
f196-10	16	a		a	H
f196-10	17	ff		n|o	M
f196-10	18	Ze		t	H
f196-10	19	25		nous	H
f196-10	20	4+		m	H
f196-10	21	E		i|y	M
f196-10	22	D		a	H
f196-10	23	6		i|n|s	M
f196-10	24	m		t	H
f196-10	25	x		e	H
f196-10	26	g		u	H
f196-10	27	f		c|u	M
f196-10	28	e		r	H
f196-10	29	o		i	H
f196-11	1	s		u	H
f196-11	2	1		?	U
f196-11	3	w-		d	H
f196-11	4	h		e	H
f196-11	5	J		s	H
f196-11	6	t		e	H
f196-11	7	L		r	H
f196-11	8	t		e	H
f196-11	9	.v.		n	H
f196-11	10	w-		d	H
f196-11	11	T=		m|mm	M
f196-11	12	t		e	H
f196-11	13	E		i|y	M
f196-11	14	.v.		n	H
f196-11	15	f		c|u	M
f196-11	16	7		o	H
f196-11	17	.v.		n	H
f196-11	18	A		l	H
f196-11	19	m		t	H
f196-11	20	f		c|u	M
f196-11	21	t		e	H
f196-11	22	q		u	H
f196-11	23	m		t	H
f196-11	24	t		e	H
f196-11	25	.v.		n	H
f196-11	26	7		o	H
f196-11	27	4+		m	H
f196-11	28	x		e	H
f196-11	29	he		l	H
f196-11	30	t		e	H
f196-11	31	13		qui	H
f196-11	32	n		l	H
f196-11	33	f		c|u	M
f196-11	34	a		a	H
f196-11	35	e		r	H
f196-12	1	c		p	H
f196-12	2	m		t	H
f196-12	3	x		e	H
f196-12	4	g		u	H
f196-12	5	c		p	H
f196-12	6	a		a	H
f196-12	7	L		r	H
f196-12	8	x		e	H
f196-12	9	s		u	H
f196-12	10	q		u	H
f196-12	11	.v.		n	H
f196-12	12	m		t	H
f196-12	13	13		qui	H
f196-12	14	n		l	H
f196-12	15	x		e	H
f196-12	16	g		u	H
f196-12	17	A		l	H
f196-12	18	n		l	H
f196-12	19	e		r	H
f196-12	20	q		u	H
f196-12	21	A		l	H
f196-12	22	4+		m	H
f196-12	23	J		s	H
f196-12	24	14		que	H
f196-12	25	n		l	H
f196-12	26	A		l	H
f196-12	27	x		e	H
f196-12	28	E		i|y	M
f196-12	29	t		e	H
f196-12	30	J		s	H
f196-12	31	g		u	H
f196-12	32	o		i	H
f196-12	33	q		u	H
f196-12	34	J		s	H
f196-12	35	t		e	H
f196-13	1	s		u	H
f196-13	2	e		r	H
f196-13	3	13		qui	H
f196-13	4	n		l	H
f196-13	5	a		a	H
f196-13	6	w-		d	H
f196-13	7	s		u	H
f196-13	8	X		a	H
f196-13	9	6		i|n|s	M
f196-13	10	f		c|u	M
f196-13	11	t		e	H
f196-13	12	e		r	H
f196-13	13	a		a	H
f196-13	14	x		e	H
f196-13	15	6		i|n|s	M
f196-13	16	f		c|u	M
f196-13	17	7		o	H
f196-13	18	e		r	H
f196-13	19	t		e	H
f196-13	20	q		u	H
f196-13	21	u		?	U
f196-13	22	g		u	H
f196-13	23	a		a	H
f196-13	24	6		i|n|s	M
f196-13	25	w-		d	H
f196-13	26	12		il	H
f196-13	27	a		a	H
f196-13	28	g		u	H
f196-13	29	e		r	H
f196-13	30	a		a	H
f196-13	31	T=		m|mm	M
f196-13	32	t		e	H
f196-13	33	f		c|u	M
f196-13	34	t		e	H
f196-14	1	g		u	H
f196-14	2	4+		m	H
f196-14	3	a		a	H
f196-14	4	f		c|u	M
f196-14	5	L		r	H
f196-14	6	t		e	H
f196-14	7	4+		m	H
f196-14	8	o		i	H
f196-14	9	t		e	H
f196-14	10	e		r	H
f196-14	11	t		e	H
f196-14	12	n		l	H
f196-14	13	e		r	H
f196-14	14	ff		n|o	M
f196-14	15	e		r	H
f196-14	16	t		e	H
f196-14	17	E		i|y	M
f196-14	18	x		e	H
f196-14	19	J		s	H
f196-14	20	Ze		t	H
f196-14	21	o		i	H
f196-14	22	6		i|n|s	M
f196-14	23	m		t	H
f196-14	24	4		?	U
f196-14	25	7		o	H
f196-14	26	6		i|n|s	M
f196-14	27	7		o	H
f196-14	28	g		u	H
f196-14	29	e		r	H
f196-14	30	q		u	H
f196-14	31	J		s	H
f196-14	32	a		a	H
f196-14	33	c		p	H
f196-14	34	6		i|n|s	M
f196-15	1	f		c|u	M
f196-15	2	t		e	H
f196-15	3	25		nous	H
f196-15	4	4+		m	H
f196-15	5	a		a	H
f196-15	6	E		i|y	M
f196-15	7	.v.		n	H
f196-15	8	Ze		t	H
f196-15	9	t		e	H
f196-15	10	6		i|n|s	M
f196-15	11	a		a	H
f196-15	12	.v.		n	H
f196-15	13	m		t	H
f196-15	14	c		p	H
f196-15	15	n		l	H
f196-15	16	s		u	H
f196-15	17	d		s	H
f196-15	18	14		que	H
f196-15	19	E		i|y	M
f196-15	20	a		a	H
f196-15	21	4+		m	H
f196-15	22	x		e	H
f196-15	23	o		i	H
f196-15	24	q		u	H
f196-15	25	Ze		t	H
f196-15	26	L		r	H
f196-15	27	x		e	H
f196-15	28	J		s	H
f196-15	29	T=		m|mm	M
f196-15	30	t		e	H
f196-16	1	13		qui	H
f196-16	2	J		s	H
f196-16	3	t		e	H
f196-16	4	25		nous	H
f196-16	5	a		a	H
f196-16	6	g		u	H
f196-16	7	7		o	H
f196-16	8	.v.		n	H
f196-16	9	q		u	H
f196-16	10	4		?	U
f196-16	11	8		g	H
f196-16	12	4		?	U
f196-16	13	7		o	H
f196-16	14	.v.		n	H
f196-16	15	J		s	H
f196-16	16	o		i	H
f196-16	17	x		e	H
f196-16	18	g		u	H
f196-16	19	e		r	H
f196-16	20	w-		d	H
f196-16	21	h		e	H
f196-16	22	J		s	H
f196-16	23	a		a	H
f196-16	24	E		i|y	M
f196-16	25	.v.		n	H
f196-16	26	f		c|u	M
f196-16	27	m		t	H
f196-16	28	4+		m	H
f196-16	29	f		c|u	M
f196-16	30	a		a	H
f196-16	31	4+		m	H
f196-16	32	x		e	H
f196-17	1	L		r	H
f196-17	2	a		a	H
f196-17	3	.v.		n	H
f196-17	4	w-		d	H
f196-17	5	4+		m	H
f196-17	6	a		a	H
f196-17	7	n		l	H
f196-17	8	X		a	H
f196-17	9	w-		d	H
f196-17	10	h		e	H
f196-17	11	w-		d	H
f196-17	12	E		i|y	M
f196-17	13	J		s	H
f196-17	14	7		o	H
f196-17	15	e		r	H
f196-17	16	m		t	H
f196-17	17	t		e	H
f196-17	18	14		que	H
f196-17	19	w		?	U
f196-17	20	s		u	H
f196-17	21	a		a	H
f196-17	22	J		s	H
f196-17	23	t		e	H
f196-17	24	4		?	U
f196-17	25	7		o	H
f196-17	26	n		l	H
f196-17	27	t		e	H
f196-17	28	M		f	H
f196-17	29	a		a	H
f196-17	30	B		i|y	M
f196-17	31	q		u	H
f196-17	32	w-		d	H
f196-18	1	q		u	H
f196-18	2	f		c|u	M
f196-18	3	t		e	H
f196-18	4	J		s	H
f196-18	5	o		i	H
f196-18	6	x		e	H
f196-18	7	y		?	U
f196-18	8	t		e	H
f196-18	9	x		e	H
f196-18	10	g		u	H
f196-18	11	m		t	H
f196-18	12	w-		d	H
f196-18	13	h		e	H
f196-18	14	4+		m	H
f196-18	15	7		o	H
f196-18	16	q		u	H
f196-18	17	e		r	H
f196-18	18	t		e	H
f196-18	19	X		a	H
f196-18	20	4+		m	H
f196-18	21	x		e	H
f196-18	22	J		s	H
f196-18	23	o		i	H
f196-18	24	x		e	H
f196-18	25	g		u	H
f196-18	26	e		r	H
f196-18	27	d		s	H
f196-18	28	w-		d	H
f196-18	29	h		e	H
f196-18	30	n		l	H
f196-18	31	a		a	H
f196-18	32	lam		b	H
f196-18	33	a		a	H
f196-18	34	e		r	H
f196-19	1	y		?	U
f196-19	2	t		e	H
f196-19	3	h		e	H
f196-19	4	m		t	H
f196-19	5	4+		m	H
f196-19	6	7		o	H
f196-19	7	.v.		n	H
f196-19	8	Ze		t	H
f196-19	9	lam		b	H
f196-19	10	t		e	H
f196-19	11	e		r	H
f196-19	12	o		i	H
f196-19	13	g		u	H
f196-19	14	n		l	H
f196-19	15	Ze		t	H
f196-19	16	13		qui	H
f196-19	17	E		i|y	M
f196-19	18	Ze		t	H
f196-19	19	e		r	H
f196-19	20	o		i	H
f196-19	21	g		u	H
f196-19	22	X		a	H
f196-19	23	o		i	H
f196-19	24	he		l	H
f196-19	25	x		e	H
f196-19	26	6		i|n|s	M
f196-19	27	m		t	H
f196-19	28	4+		m	H
f196-19	29	8		g	H
f196-19	30	x		e	H
f196-19	31	x		e	H
f196-20	1	Ze		t	H
f196-20	2	e		r	H
f196-20	3	t		e	H
f196-20	4	4+		m	H
f196-20	5	x		e	H
f196-20	6	4		?	U
f196-20	7	h		e	H
f196-20	8	.v.		n	H
f196-20	9	Ze		t	H
f196-20	10	25		nous	H
f196-20	11	a		a	H
f196-20	12	g		u	H
f196-20	13	7		o	H
f196-20	14	6		i|n|s	M
f196-20	15	q		u	H
f196-20	16	c		p	H
f196-20	17	t		e	H
f196-20	18	e		r	H
f196-20	19	w-		d	H
f196-20	20	s		u	H
f196-20	21	w-		d	H
f196-20	22	h		e	H
f196-20	23	4+		m	H
f196-20	24	a		a	H
f196-20	25	n		l	H
f196-20	26	X		a	H
f196-20	27	w-		d	H
f196-20	28	E		i|y	M
f196-20	29	t		e	H
f196-20	30	n		l	H
f196-20	31	a		a	H
f196-20	32	J		s	H
f196-20	33	o		i	H
f196-21	1	t		e	H
f196-21	2	w-		d	H
f196-21	3	e		r	H
f196-21	4	.v.		n	H
f196-21	5	w-		d	H
f196-21	6	h		e	H
f196-21	7	A		l	H
f196-21	8	a		a	H
f196-21	9	X		a	H
f196-21	10	o		i	H
f196-21	11	.v.		n	H
f196-21	12	x		e	H
f196-21	13	g		u	H
f196-21	14	n		l	H
f196-21	15	Ze		t	H
f196-21	16	13		qui	H
f196-21	17	a		a	H
f196-21	18	g		u	H
f196-21	19	7		o	H
f196-21	20	o		i	H
f196-21	21	Ze		t	H
f196-21	22	J		s	H
f196-21	23	t		e	H
f196-21	24	e		r	H
f196-21	25	g		u	H
f196-21	26	h		e	H
f196-21	27	w-		d	H
f196-21	28	h		e	H
f196-21	29	4+		m	H
f196-21	30	x		e	H
f196-21	31	L		r	H
f196-21	32	t		e	H
f196-21	33	J		s	H
f196-22	1	f		c|u	M
f196-22	2	f		c|u	M
f196-22	3	a		a	H
f196-22	4	n		l	H
f196-22	5	w-		d	H
f196-22	6	B		i|y	M
f196-22	7	f		c|u	M
f196-22	8	a		a	H
f196-22	9	4+		m	H
f196-22	10	c		p	H
f196-22	11	h		e	H
f196-22	12	6		i|n|s	M
f196-22	13	n		l	H
f196-22	14	a		a	H
f196-22	15	e		r	H
f196-22	16	4+		m	H
f196-22	17	h		e	H
f196-22	18	13		qui	H
f196-22	19	x		e	H
f196-22	20	J		s	H
f196-22	21	Ze		t	H
f196-22	22	7		o	H
f196-22	23	o		i	H
f196-22	24	m		t	H
f196-22	25	c		p	H
f196-22	26	e		r	H
f196-22	27	t		e	H
f196-22	28	q		u	H
f196-22	29	w-		d	H
f196-22	30	h		e	H
f196-22	31	4+		m	H
f196-23	1	w-		d	H
f196-23	2	o		i	H
f196-23	3	f		c|u	M
f196-23	4	m		t	H
f196-23	5	J		s	H
f196-23	6	o		i	H
f196-23	7	x		e	H
f196-23	8	g		u	H
f196-23	9	e		r	H
f196-23	10	n		l	H
f196-23	11	t		e	H
f196-23	12	4+		m	H
f196-23	13	x		e	H
f196-23	14	e		r	H
f196-23	15	t		e	H
f196-23	16	J		s	H
f196-23	17	L		r	H
f196-23	18	f		c|u	M
f196-23	19	f		c|u	M
f196-23	20	a		a	H
f196-23	21	n		l	H
f196-23	22	13		qui	H
f196-23	23	A		l	H
f196-23	24	t		e	H
f196-23	25	d		s	H
f196-23	26	E		i|y	M
f196-23	27	x		e	H
f196-23	28	g		u	H
f196-23	29	L		r	H
f196-23	30	m		t	H
f196-23	31	4+		m	H
f196-23	32	o		i	H
f196-24	1	A		l	H
f196-24	2	w-		d	H
f196-24	3	n		l	H
f196-24	4	a		a	H
f196-24	5	B		i|y	M
f196-24	6	x		e	H
f196-24	7	t		e	H
f196-24	8	z		?	U
f196-24	9	R		p	H
f196-24	10	7		o	H
f196-24	11	g		u	H
f196-24	12	e		r	H
f196-24	13	n		l	H
f196-24	14	t		e	H
f196-24	15	L		r	H
f196-24	16	t		e	H
f196-24	17	q		u	H
f196-24	18	d		s	H
f196-24	19	w-		d	H
f196-24	20	oo		d	H
f196-24	21	o		i	H
f196-24	22	f		c|u	M
f196-24	23	m		t	H
f196-24	24	q		u	H
f196-24	25	o		i	H
f196-24	26	x		e	H
f196-24	27	g		u	H
f196-24	28	t		e	H
f196-24	29	12		il	H
f196-24	30	J		s	H
f196-24	31	a		a	H
f196-25	1	w-		d	H
f196-25	2	g		u	H
f196-25	3	X		a	H
f196-25	4	6		i|n|s	M
f196-25	5	f		c|u	M
f196-25	6	t		e	H
f196-25	7	M		f	H
f196-25	8	7		o	H
f196-25	9	e		r	H
f196-25	10	m		t	H
f196-25	11	36		?	U
f196-25	12	35		parceque	H
f196-25	13	n		l	H
f196-25	14	a		a	H
f196-25	15	x		e	H
f196-25	16	a		a	H
f196-25	17	g		u	H
f196-25	18	o		i	H
f196-25	19	he		l	H
f196-25	20	t		e	H
f196-25	21	x		e	H
f196-25	22	q		u	H
f196-25	23	m		t	H
f196-25	24	y		?	U
f196-25	25	L		r	H
f196-25	26	h		e	H
f196-25	27	.v.		n	H
f196-25	28	w-		d	H
f196-25	29	t		e	H
f196-25	30	g		u	H
f196-25	31	m		t	H
f196-26	1	4+		m	H
f196-26	2	X		a	H
f196-26	3	n		l	H
f196-26	4	D		a	H
f196-26	5	E		i|y	M
f196-26	6	J		s	H
f196-26	7	B		i|y	M
f196-26	8	4+		m	H
f196-26	9	Ze		t	H
f196-26	10	a		a	H
f196-26	11	J		s	H
f196-26	12	J		s	H
f196-26	13	E		i|y	M
f196-26	14	x		e	H
f196-26	15	g		u	H
f196-26	16	t		e	H
f196-26	17	t		e	H
f196-26	18	e		r	H
f196-26	19	12		il	H
f196-26	20	a		a	H
f196-26	21	M		f	H
f196-26	22	a		a	H
f196-26	23	he		l	H
f196-26	24	q		u	H
f196-26	25	M		f	H
f196-26	26	a		a	H
f196-26	27	B		i|y	M
f196-26	28	e		r	H
f196-26	29	t		e	H
f196-26	30	w-		d	H
f196-26	31	h		e	H
f196-26	32	J		s	H
f201-1	1	T=		m|mm	M
f201-1	2	U		?	U
f201-1	3	ff		n|o	M
f201-1	4	me		?	U
f201-1	5	g		u	H
f201-1	6	.v.		n	H
f201-1	7	L		r	H
f201-1	8	x		e	H
f201-1	9	s		u	H
f201-1	10	4+		m	H
f201-1	11	h		e	H
f201-1	12	13		qui	H
f201-1	13	n		l	H
f201-1	14	g		u	H
f201-1	15	E		i|y	M
f201-1	16	a		a	H
f201-1	17	f		c|u	M
f201-1	18	x		e	H
f201-1	19	g		u	H
f201-1	20	q		u	H
f201-1	21	t		e	H
f201-1	22	n		l	H
f201-1	23	a		a	H
f201-1	24	M		f	H
f201-1	25	o		i	H
f201-1	26	t		e	H
f201-2	1	BOX		?	U
f201-2	2	e		r	H
f201-2	3	t		e	H
f201-2	4	n		l	H
f201-2	5	a		a	H
f201-2	6	14		que	H
f201-2	7	he		l	H
f201-2	8	t		e	H
f201-2	9	4		?	U
f201-2	10	9		?	U
f201-2	11	E		i|y	M
f201-2	12	t		e	H
f201-2	13	f		c|u	M
f201-2	14	e		r	H
f201-2	15	7		o	H
f201-2	16	E		i|y	M
f201-2	17	J		s	H
f201-2	18	f		c|u	M
f201-2	19	L		r	H
f201-2	20	x		e	H
f201-2	21	o		i	H
f201-2	22	y		?	U
f201-2	23	n		l	H
f201-2	24	t		e	H
f201-2	25	e		r	H
f201-2	26	a		a	H
f201-2	27	h		e	H
f201-2	28	.v.		n	H
f201-2	29	Ze		t	H
f201-2	30	o		i	H
f201-2	31	x		e	H
f201-2	32	e		r	H
f201-2	33	f		c|u	M
f201-2	34	t		e	H
f201-2	35	h		e	H
f201-2	36	x		e	H
f201-3	1	X		a	H
f201-3	2	E		i|y	M
f201-3	3	D		a	H
f201-3	4	.v.		n	H
f201-3	5	m		t	H
f201-3	6	h		e	H
f201-3	7	s		u	H
